chr1:3425974-3426242	chr1:68050553-68050790	chr1:204257416-204257780	chr1:242056982-242057313	chr2:214011-214245	chr2:53859639-53860129	chr2:87825666-87825915	chr2:107544245-107544456	chr4:5568408-5568624	chr4:88697613-88697903	chr4:150582859-150583933	chr4:185638877-185639207	chr5:1277352-1277598	chr5:1339547-1339967	chr5:1416677-1416889	chr5:28809293-28810413	chr5:179257325-179257658	chr5:179559512-179559998	chr6:27871920-27872291	chr6:134176398-134176618	chr6:155218841-155219059	chr6:167719954-167720212	chr6:168535772-168535984	chr6:170275003-170275219	chr7:376426-376627	chr7:635932-636458	chr7:2020272-2020496	chr7:10779678-10780083	chr7:23490815-23491071	chr7:64192252-64192584	chr7:157594361-157594630	chr7:157784993-157785250	chr8:1026015-1026416	chr8:8963256-8963602	chr8:11613505-11613740	chr8:22010221-22010693	chr8:22056764-22057014	chr8:132129318-132129569	chr8:143379802-143380091	chr8:144270459-144270724	chr9:13323113-13323351	chr9:95313136-95313459	chr9:133701451-133701774	chr9:134049340-134049554	chr9:137217297-137217540	chr10:413752-414118	chr10:479779-480101	chr10:104268766-104269289	chr10:132924714-132925200	chr11:32437876-32438332	chr11:47378237-47378455	chr11:48968624-48968933	chr11:64085331-64085610	chr11:95150171-95150401	chr11:117481976-117482246	chr11:128451766-128452000	chr12:111037149-111037438	chr12:124387589-124387873	chr13:52195421-52195743	chr13:112036871-112037219	chr13:113023313-113023522	chr14:101442444-101442685	chr15:26628950-26629381	chr15:52794432-52794661	chr15:52795014-52795291	chr16:1027527-1027772	chr16:2036419-2036891	chr16:4680261-4680486	chr16:19183561-19183887	chr16:28740761-28741011	chr16:49638532-49638814	chr16:59754888-59755168	chr16:72787241-72787693	chr16:85948046-85948359	chr16:88103639-88103992	chr17:78450564-78450788	chr17:79942885-79943117	chr18:10589152-10589389	chr18:37336749-37336952	chr18:50268080-50268626	chr18:78313274-78313558	chr18:80147414-80147683	chr19:3387965-3388205	chr19:40623942-40624207	chr19:42199452-42199824	chr19:45677962-45678197	chr19:51887588-51888115	chr20:19974892-19975390	chr20:20452461-20452685	chr20:43513918-43514127	chr20:43514570-43514951	chr21:41756502-41756734	chr21:42106460-42106707	chr21:45984194-45984398	chr22:11598866-11599125	chr22:46439087-46439388	chr22:48646559-48646820	chr22:49102438-49102653	chrX:663882-664104	chrX:30247055-30247438	chrX:34131147-34131369
K562.pool71.S2.AA.GGAATG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool71.S2.B.ACTTGA	0	0.483333333333333	0	0	0	0.984848484848485	0.254385964912281	0.166666666666667	NA	NA	NA	NA	0	0.833333333333333	NA	0	0	0.915625	0.96	NA	0	0.1	0	NA	0.153846153846154	0.326923076923077	0.285714285714286	0	0.833333333333333	0	0.125	0.181818181818182	0	NA	0	0.94375	0	0	0	1	0	1	0	1	0.111111111111111	0	0	1	0.0769230769230769	1	NA	0.3125	1	1	NA	NA	0	NA	NA	NA	0.384615384615385	0	0.0714285714285714	NA	0	0	0.888888888888889	NA	0.0434782608695652	1	0.0694444444444444	NA	0.903846153846154	0	0	0.0486111111111111	0	0	0	NA	0.0625	0.833333333333333	1	0	0	1	1	NA	NA	0.2	0.310344827586207	0.0714285714285714	0	0.636363636363636	NA	NA	0	0.0769230769230769	NA	NA	0.272727272727273
K562.pool71.S2.BB.GCTTCA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool71.S2.C.GCCAAT	NA	0	0	0.0192307692307692	NA	1	NA	NA	0	NA	1	NA	NA	0.888888888888889	0	0	0	0.757575757575758	NA	NA	NA	NA	0.285714285714286	0.333333333333333	0	NA	0	0	1	0.03125	NA	0.166666666666667	0	NA	0.181818181818182	1	NA	NA	NA	1	NA	0.928571428571429	0	0.857142857142857	0	NA	NA	1	0	1	0	0.32	0.666666666666667	NA	0	0.0666666666666667	0.125	NA	1	NA	0	NA	0	0	NA	0.25	0.96969696969697	0.941176470588235	NA	NA	0	NA	1	0.0555555555555556	0	0.133333333333333	0	0	0	1	0	0.9	0.895238095238095	0	0	NA	1	0.0666666666666667	0	1	0.4375	0	0	NA	0.0588235294117647	NA	0	NA	NA	0.5	NA
K562.pool71.S2.CC.TCCTAT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool71.S2.D.CGATGT	0	NA	0	0	0.615384615384615	1	NA	NA	0	NA	0.96551724137931	0	0.5	1	0.25	0	NA	1	NA	NA	0	NA	1	0	0.222222222222222	NA	NA	0	NA	NA	0	0.138888888888889	NA	1	0	1	NA	0.0370370370370371	NA	NA	0	NA	0.19047619047619	1	0	NA	0	1	0	1	NA	0.5	NA	1	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	0.272727272727273	0.833333333333333	0.851428571428571	0	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	0	0.909090909090909	1	NA	0	NA	NA	0.0952380952380952	0.25	0	0.982142857142857	0.285714285714286	0	NA	0.1	NA	0	NA	NA	NA	0.6
K562.pool71.S2.DD.TAAGGC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool71.S2.EE.AACCTG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool71.S2.F.ATCACG	0	0.666666666666667	0	0.0172413793103448	0	0.692307692307692	NA	NA	0.0476190476190476	NA	0.981818181818182	0	0	0.8	0	0	0	1	0.166666666666667	NA	NA	NA	0	0	0	0.209558823529412	0.357142857142857	0.0516129032258065	NA	NA	NA	0.194444444444444	0	1	0.2	1	0.25	0	0	0.916666666666667	0	1	NA	1	0	NA	0	0.833333333333333	0	1	0	0.0625	1	0.648717948717949	0	NA	NA	0.964912280701754	NA	0	0	0	0	0.125	NA	0	0.730769230769231	0.9	0	0.868421052631579	0	NA	NA	0.0151515151515151	0.211111111111111	0.0357142857142857	0	0.693452380952381	0	1	0	NA	0.583333333333333	0.0133333333333333	0.0526315789473684	0.9425	0.918918918918919	NA	0	0.1	0.833333333333333	0.0294117647058824	0.15625	0.0666666666666667	0.0625	0	0.0909090909090909	NA	NA	0.444444444444444	NA
K562.pool71.S2.FF.TTCCCG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool71.S2.G.TGACCA	0	0.428571428571429	0	0	0.363636363636364	0.947368421052632	0.0666666666666667	0	0	1	1	NA	0	0.85	NA	0	0.116666666666667	1	1	NA	0	NA	0	0.4	NA	0.00425531914893617	0	0.0172413793103448	0.1	0	0	0.0294117647058824	0.125	1	NA	0.992248062015504	NA	NA	0.185185185185185	0.769230769230769	0	0.666666666666667	0	0.972222222222222	0	0	0	1	0	1	0.0125	0	0.8	1	0.117647058823529	NA	0.0789473684210526	0.923076923076923	0.973684210526316	0	NA	0	NA	0	0	0.074074074074074	1	0.9	0	NA	0.1	0	0.923076923076923	0.0714285714285714	0	0	0.0208333333333333	0.1831569664903	NA	1	NA	0.854166666666667	0.904761904761905	0	0	1	0.97008547008547	0.0833333333333333	0.428571428571429	1	0.961538461538462	0	0	0	NA	NA	0	0	0	0	NA
K562.pool71.S2.GG.GATCAT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool71.S2.H.CAGATC	0.1	0.19047619047619	0	NA	NA	0.979166666666667	NA	0	0	0.947368421052632	NA	NA	0.875	0.4	NA	0.0303030303030303	NA	1	0.930555555555556	0.75	0	NA	0	0	NA	0.789473684210526	NA	NA	0	NA	0	0	0	NA	NA	1	NA	NA	0	1	NA	1	NA	NA	0.125	0	0.285714285714286	1	0.0588235294117647	NA	0	0.1	NA	NA	0	0.1	0	1	NA	NA	NA	NA	0.0769230769230769	0	0	NA	0.795833333333333	0.944444444444444	0	NA	NA	0	NA	0	NA	0.125	NA	0	0	NA	0	NA	0.954545454545455	NA	0.05	NA	NA	NA	0.357142857142857	NA	NA	0	0	NA	0	NA	0	0.111111111111111	NA	0	NA
K562.pool71.S2.HH.GCACTT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool71.S2.I.CTTGTA	0.10625	0.4375	NA	0	0.0833333333333333	NA	NA	0.6	0.944444444444444	NA	0.987068965517241	NA	0	NA	NA	0	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.272727272727273	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	0.875	0	1	0	NA	NA	0	0	1	0	1	NA	0	NA	1	0.0285714285714286	0	NA	NA	0.5	0.142857142857143	NA	0	0	NA	NA	0	NA	NA	0.545454545454545	NA	0	0	0.862745098039216	0.0882352941176471	0	0	0.111111111111111	NA	0.5	NA	0	1	0.75	0	0	1	1	0.0905797101449275	NA	0.75	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA
K562.pool71.S2.J.GACGAG	NA	NA	NA	0	NA	0.981132075471698	NA	0	0	1	1	NA	0	0.894736842105263	NA	0	NA	1	1	0.954545454545455	NA	0	NA	0	0.25	0.272727272727273	NA	0.818181818181818	NA	0.2	0	0.0303030303030303	NA	NA	0.0833333333333333	1	0	0	0	0.75	0	0.857142857142857	0	NA	0	0	0.222222222222222	NA	NA	NA	0	0.75	0.866666666666667	1	0	0	0	1	NA	0	0	NA	0	NA	0	NA	0.95	NA	0	NA	0.133333333333333	NA	NA	NA	0	0	0.3	1	0	1	NA	NA	NA	0	NA	0.875	NA	0	NA	NA	0	NA	0.0909090909090909	NA	0	0.176470588235294	0.0588235294117647	NA	0	NA	0
K562.pool71.S2.K.AAGGTC	0	0.588235294117647	0	0	0	1	NA	NA	0	0.928571428571429	NA	0	0	0.9	0.177083333333333	0	0.2	1	NA	0.888888888888889	0	0.0625	0	0	NA	NA	NA	0.642857142857143	NA	NA	NA	0	0	NA	0	0.947368421052632	NA	NA	0	NA	NA	1	NA	0.909090909090909	0.142857142857143	NA	0.0555555555555556	0.875	NA	1	0	0	0.8	NA	NA	0	0.666666666666667	0.941176470588235	NA	0	NA	NA	0	0	NA	0	NA	0.857142857142857	0	NA	0	0	0.941176470588235	NA	NA	NA	0	0	NA	NA	0	NA	1	0	0	NA	NA	NA	0.25	0.702380952380952	1	0.3	0.125	0.333333333333333	0	0.1	NA	NA	0	0	0.0909090909090909
K562.pool71.S2.L.TGTAGC	NA	NA	0	NA	0	0.956521739130435	0.625	0	0	NA	NA	NA	NA	1	0	0.0344827586206897	1	0.944444444444444	0.95	NA	0	0	NA	NA	NA	0	0	0	NA	0	NA	0.8	0	NA	0.222222222222222	1	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	1	NA	0	0	0.928571428571429	1	0.0909090909090909	NA	0.0909090909090909	NA	0.933333333333333	0	NA	NA	0.157894736842105	NA	0	NA	1	NA	0	NA	NA	0.571428571428571	NA	0	0	0	NA	NA	NA	1	NA	NA	NA	NA	0	1	1	0	NA	NA	1	0.243589743589744	0.0125	0	1	0	NA	NA	NA	NA	0
K562.pool71.S2.M.TTGGCA	0.3	0.666666666666667	0.04	0	NA	1	NA	NA	0	0.923076923076923	1	NA	0.282051282051282	1	NA	0	0	1	NA	0.952380952380952	0	NA	NA	0	0	NA	0.142857142857143	0	NA	0	0	NA	0	1	0.222222222222222	NA	0	0.0555555555555556	0.240740740740741	0.857142857142857	NA	0.908333333333333	0	0.8	0	0	NA	NA	0	0.952380952380952	0	NA	0.977777777777778	NA	0	NA	0	1	NA	0	0	0	0	NA	NA	0	1	NA	NA	0.842105263157895	0	NA	0.95	0	NA	0	0	0.4	0.15625	0.916666666666667	NA	NA	1	0	0.125	0.9375	0.857142857142857	0.25	NA	0.703703703703704	1	0	0.153846153846154	0	0	NA	NA	0.0666666666666667	0	NA	NA
K562.pool71.S2.N.CTACTG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool71.S2.O.CATATG	0	0	0	NA	NA	1	NA	0	0	NA	1	NA	0.1	NA	NA	0	NA	1	0.95	1	0	0	0.181818181818182	0	0	0	0.111111111111111	0.04	1	0	0	0.147058823529412	0.181818181818182	NA	0.363636363636364	1	0.0833333333333333	NA	1	NA	NA	1	0.05	1	0	NA	0	1	0.210526315789474	1	NA	NA	0.882352941176471	1	0.05	NA	NA	0.666666666666667	1	0	0	0.0119047619047619	0.222222222222222	0.0333333333333333	NA	0.230769230769231	0.92	1	0.538461538461538	NA	0.0909090909090909	NA	0.888888888888889	0.111111111111111	0.0833333333333333	0	0	NA	0	1	NA	1	0.971014492753623	0	0	NA	0.983333333333333	0	NA	0.4	0.380952380952381	0	0	0	NA	0.0434782608695652	NA	0	0	0	0.333333333333333
K562.pool71.S2.P.GTATAC	0	0.909090909090909	0.785714285714286	NA	0.142857142857143	0.985294117647059	NA	0	0.181818181818182	1	0.958333333333333	0	NA	0.833333333333333	NA	0.1	0	NA	1	0.954545454545455	NA	0.0333333333333333	0	0.142857142857143	0.135416666666667	0	NA	NA	1	0	NA	0.125	0	1	NA	0.978260869565217	NA	0.125	0	1	0.0769230769230769	1	0	NA	0	0	NA	NA	0.157894736842105	0.954545454545455	0	0	1	1	0.0588235294117647	0	NA	NA	NA	NA	NA	0	0	0	NA	0	1	1	0	1	0	0	0.892307692307692	NA	NA	0.176470588235294	NA	0	0	0.976190476190476	0	1	0.928571428571429	0	0.0793650793650794	1	NA	NA	NA	0	NA	0.285714285714286	0	0	0	NA	NA	NA	NA	0	0.125
K562.pool71.S2.Q.ACCTTC	NA	0	0	0	NA	0.98780487804878	NA	NA	0	NA	0.925925925925926	NA	1	1	NA	NA	0	0.818181818181818	1	NA	NA	0.0476190476190476	NA	0	0.166666666666667	0	NA	0.365079365079365	0.923076923076923	0	NA	0	0	1	NA	NA	0	NA	0.166666666666667	0.795454545454545	NA	NA	0	NA	0	NA	0.075	NA	0	1	0	0	0.69047619047619	0.75	NA	NA	0	1	1	NA	NA	0	0	0	NA	0.131578947368421	0.875	NA	0.0769230769230769	1	0	NA	1	0	NA	NA	0	0.517647058823529	NA	1	NA	NA	NA	NA	0.0294117647058824	0.846153846153846	1	NA	NA	1	NA	NA	0	0	0	0	0	NA	NA	NA	NA
K562.pool71.S2.R.CTTCCA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool71.S2.S.CGAATG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool71.S2.T.AGCATC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool71.S2.U.TACCGA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool71.S2.V.CAAGGA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool71.S2.X.CCGTAA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool71.S2.Y.ATAGAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool71.S2.Z.AGGTCT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool72.S3.A.TAGCTT	0	0.5	0	0	NA	0.952380952380952	0	0.5	NA	0.941176470588235	1	NA	NA	0.888888888888889	NA	0.0310077519379845	0	0.96969696969697	1	1	0	0	0.166666666666667	0	0	0	0.285714285714286	0	NA	0	0.0227272727272727	0	0	1	0.0357142857142857	1	0	0	NA	0.923076923076923	NA	1	0.0289855072463768	0.95	0	0	0	NA	0	0.958333333333333	0	NA	1	1	0.0625	0	0.136363636363636	0.952380952380952	1	NA	0	0	0.1	0	0	0	0.85	1	0.181818181818182	1	0.352941176470588	0.1	0.909090909090909	0	0	0.0294117647058824	0	NA	0	1	NA	1	NA	0	NA	NA	1	0	NA	0.785714285714286	NA	0	0	0.166666666666667	0	0	0	NA	0	0	NA
K562.pool72.S3.AA.GGAATG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool72.S3.B.ACTTGA	NA	NA	0	0	0	NA	1	0	0.0833333333333333	0.928571428571429	0.977777777777778	NA	0	0.961538461538462	0.318181818181818	0	0.133333333333333	0.978260869565217	NA	NA	0	NA	0.2	0	NA	0.0403225806451613	0	0	0.311111111111111	0	0.0263157894736842	0	0	0.931818181818182	0.0714285714285714	0.966666666666667	NA	NA	0	1	0	1	NA	0.875	0	0	0.272727272727273	0.794871794871795	0	0.888888888888889	0	0	0.96875	1	0.0625	0	0	1	NA	0	0	NA	0.111111111111111	0	0	0	1	1	0.3125	NA	0	0	0.944444444444444	0.0666666666666667	0.148148148148148	0.111111111111111	0.2	1	0	1	0	1	1	0	0	1	0.866666666666667	0.217948717948718	0.25	1	1	0	0.111111111111111	0.16	0	NA	0	0	0	0	0.0714285714285714
K562.pool72.S3.BB.GCTTCA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool72.S3.C.GCCAAT	0	0.166666666666667	0	0.0625	0	NA	0.0925925925925925	0	NA	0.916666666666667	1	NA	0	NA	0	0	0	0.928571428571429	1	1	0	0	0	NA	0	0	0.125	0	NA	0.0714285714285714	0	0	0	1	NA	1	NA	0	0.142857142857143	0.772727272727273	NA	NA	NA	0.962962962962963	0	0	0.0394736842105263	1	NA	0.95	NA	0.173333333333333	0.8	1	NA	NA	NA	1	1	0.6	0	NA	0.0384615384615385	0.25	0.111111111111111	NA	0.888888888888889	0.961538461538462	NA	NA	NA	0	0.947368421052632	0.125	0	0	NA	0.866666666666667	NA	1	NA	1	1	0	0.105263157894737	0.944444444444444	0.933333333333333	0.0476190476190476	NA	0.222222222222222	0.471264367816092	0	0.375	NA	NA	0.0869565217391304	0	NA	0.272727272727273	0	NA
